"id","machinerydataid","mass","type","bunker_lot_id","type_group","mach_type"
70810923,198919044,"0.100000","mgo","430800d8-e5a6-4ba9-8cc1-c3cef1a7b3f0","","other_minor"
70922001,199619421,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70922002,199619425,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70834396,199089882,"0.100000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70937198,199716933,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70937199,199716934,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70937200,199716938,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
70937201,199716945,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","unknown"
70937202,199716946,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","other_minor"
70937203,199716950,"0.000000","mgo","6ab2a4bf-6482-4ee5-9d6c-44122e542784","","gas_combustion_units"
